"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 19 19:46:24 GMT 2024","Wed Jun 19 19:46:24 GMT 2024","9","CrossBrowser Test Suite","ChromeTest","com.megafontest.FrameworkTest","com.megafontest.FrameworkTest","testPass","testPass",""
